,apartment_number,Rooms,total_area,house_number,residents_number,owner_name
5344,119,2.0,47.354562811160434,7,5,Наумов Ярослав Денисович
5345,110,1.0,41.75287391094884,12,8,Нинель Олеговна Шарова
5346,23,1.0,46.33375800844566,7,0,Нонна Степановна Шашкова
5347,23,1.0,31.49433887275817,4,0,Гордеев Ермил Власович
5348,27,2.0,60.685737026278446,13,1,Гремислав Филатович Соловьев
5349,30,2.0,52.40288358013174,11,23,Сигизмунд Евсеевич Артемьев
5350,17,2.0,102.68364944610542,20,4,Шарапов Ян Фомич
5351,23,2.0,71.31755981527527,6,0,Денисов Демид Иосифович
5352,9,2.0,46.8820264145476,7,0,Светлана Святославовна Смирнова
5353,161,1.0,40.63337129390755,8,3,Алина Максимовна Виноградова
5354,73,2.0,47.007772819769166,7,5,Виктория Робертовна Моисеева
5355,43,2.0,38.25624272857108,9,23,Константинова Валентина Никифоровна
5356,64,2.0,47.00736640999,3,11,Автоном Гаврилович Ковалев
5357,69,2.0,54.95588661035235,9,9,Тимофей Ярославович Симонов
5358,27,1.0,43.363278185484816,5,1,Кирилл Бенедиктович Красильников
5359,49,3.0,64.4379304172484,2,5,Раиса Валериевна Новикова
5360,23,3.0,68.81442725979744,4,0,Антонина Геннадиевна Орехова
5361,78,5.0,118.871951667832,15,2,Петров Лукьян Ефремович
5362,1,2.0,67.29391144549764,10,1,Рожков Федосий Андреевич
5363,27,3.0,82.51959854497044,6,0,Татьяна Юрьевна Костина
5364,1,1.0,40.93979219748824,13,1,Авдеев Добромысл Бенедиктович
5365,98,3.0,77.55527887429093,17,11,Большакова Анастасия Валериевна
5366,6,2.0,54.2083206478336,10,0,Ангелина Васильевна Красильникова
5367,44,1.0,39.21263461767759,14,3,Мартынова Наина Юрьевна
5368,169,2.0,68.89669599777869,11,5,Матвеева Алина Васильевна
5369,6,2.0,63.71841589660511,3,0,Рыбаков Самсон Евстигнеевич
5370,118,3.0,86.28031870016622,6,7,Эмилия Борисовна Одинцова
5371,9,1.0,43.92158373489335,11,4,г-н Волков Ерофей Филимонович
5372,59,3.0,67.79722230998111,3,5,Кузнецова Елизавета Александровна
5373,162,3.0,109.63513599381496,16,10,Галина Александровна Наумова
5374,23,1.0,45.9909908428183,19,2,Вероника Георгиевна Логинова
5375,14,1.0,34.38530157040861,1,5,Тарасова Лариса Сергеевна
5376,1,3.0,74.90967617894549,16,1,Некрасов Софрон Всеволодович
5377,23,2.0,74.63852814229605,3,0,Кабанов Януарий Иосифович
5378,9,1.0,41.167478948426734,3,0,Андреев Милен Викентьевич
5379,84,2.0,57.93775420368641,6,6,Игнатьев Венедикт Игоревич
5380,2,2.0,41.28528330765663,7,9,Галактион Димитриевич Гришин
5381,46,1.0,29.5546026466777,4,1,Валерия Вадимовна Сафонова
5382,45,2.0,63.61644336833413,22,2,Светлана Кузьминична Наумова
5383,28,3.0,63.133321718054,9,5,Богданов Евстигней Федосеевич
5384,9,1.0,35.9563899569839,8,0,Уварова Ангелина Николаевна
5385,159,2.0,56.291983153947086,10,8,Мартын Иосипович Щербаков
5386,6,3.0,74.36846557094533,14,0,Логинова Антонина Харитоновна
5387,74,2.0,76.07343023065665,4,2,Савельев Порфирий Тихонович
5388,6,1.0,42.16764974227934,5,0,Милен Богданович Миронов
5389,67,2.0,42.16228999989691,10,6,Карпова Лидия Кузьминична
5390,1,3.0,83.22585360390781,13,1,Богданов Наркис Викторович
5391,27,1.0,47.93472701974501,6,0,Юдин Наум Евстигнеевич
5392,28,3.0,86.04347612110138,5,0,Титов Пантелеймон Владленович
5393,27,2.0,65.08889204329229,10,0,Таисия Кирилловна Кириллова
5394,1,2.0,54.68041727424471,14,1,Герасимова Елена Кузьминична
5395,53,2.0,55.75267805725799,13,10,Колесникова Елена Борисовна
5396,23,2.0,65.58216698516122,11,2,Овчинникова Василиса Архиповна
5397,61,3.0,80.40406702794145,19,9,Марина Георгиевна Мартынова
5398,27,2.0,68.27193420089114,17,0,Антонин Федосеевич Лыткин
5399,48,2.0,60.93925808265485,24,10,Олимпиада Валериевна Мишина
5400,6,1.0,42.77416138749415,3,0,Аксенова София Тимофеевна
5401,28,2.0,61.69336970642127,4,0,Красильников Ювеналий Богданович
5402,6,2.0,54.30923014477393,4,0,Елена Вадимовна Абрамова
5403,7,1.0,43.284693875156975,14,9,Устинов Лонгин Бориславович
5404,50,2.0,39.57262702752751,7,10,Симонова Ия Леоновна
5405,62,2.0,66.35629563010163,11,0,Ольга Архиповна Волкова
5406,26,2.0,77.55207158594219,6,2,Гедеон Егорович Белов
5407,66,1.0,46.185537411733,1,7,Максимова Олимпиада Вячеславовна
5408,84,1.0,32.57251350141508,3,1,Никон Владиленович Самойлов
5409,9,3.0,65.90421745742702,8,1,Козлова Синклитикия Дмитриевна
5410,27,1.0,45.08546118996395,16,0,Ульяна Рудольфовна Князева
5411,27,2.0,67.15568758383272,2,0,Эрнст Вилорович Кудрявцев
5412,27,2.0,61.15916350322612,14,0,Иванна Антоновна Гордеева
5413,30,3.0,81.98623617719642,15,23,Богданова Татьяна Петровна
5414,88,3.0,86.51109764882247,3,9,Кузнецова Таисия Афанасьевна
5415,135,3.0,84.6406509821008,3,19,Элеонора Романовна Блинова
5416,169,4.0,120.88155050899864,14,5,Сысоева Алла Харитоновна
5417,101,2.0,48.70795954259505,3,2,Емельянов Евстигней Феодосьевич
5418,48,1.0,36.70391320540959,18,10,Авдей Елисеевич Ефимов
5419,22,2.0,42.88576525445829,4,5,Макарова Наина Антоновна
5420,27,1.0,47.11639294580766,11,0,Давыдова Ангелина Олеговна
5421,23,2.0,148.67193849508905,1,0,Цветков Феоктист Матвеевич
5422,24,1.0,50.55317859533572,20,3,Ефремова Иванна Тимуровна
5423,192,2.0,43.11385164055747,12,8,Сократ Геннадиевич Баранов
5424,78,1.0,42.503466661896766,13,2,Морозов Гордей Виленович
5425,85,3.0,121.61705919400715,4,7,Осипов Панкрат Валентинович
5426,39,1.0,35.78153190435377,10,2,Белякова Акулина Александровна
5427,27,1.0,39.87592077150007,15,1,Федот Анисимович Блохин
5428,170,2.0,61.21491101833815,15,7,Нонна Матвеевна Ефимова
5429,89,2.0,42.02490401907954,5,6,Дарья Мироновна Наумова
5430,13,3.0,60.80673246816159,4,15,Князева Лидия Феликсовна
5431,29,2.0,47.26189539545287,5,2,Мамонтова Нина Константиновна
5432,41,1.0,40.5053230736094,14,0,Авдей Харитонович Силин
5433,99,1.0,33.840929615966274,6,4,Вера Федоровна Фомина
5434,23,1.0,39.00149735514501,6,0,Ювеналий Фадеевич Кириллов
5435,3,2.0,50.888176911440816,11,2,Анатолий Исидорович Богданов
5436,74,2.0,80.60898627458081,8,2,Сигизмунд Феоктистович Евсеев
5437,36,2.0,45.026807896939296,7,0,Любим Феликсович Владимиров
5438,77,1.0,33.15738594640769,6,16,Мариан Герасимович Сидоров
5439,99,1.0,37.98899838345287,16,8,Прокл Ануфриевич Кабанов
5440,101,2.0,48.01757590966805,6,5,Эмилия Вадимовна Киселева
5441,4,3.0,122.80319028507306,6,0,Игнатова Жанна Дмитриевна
5442,48,2.0,56.49820971258748,7,10,Вениамин Артёмович Гордеев
5443,11,2.0,58.51700080990045,14,1,Голубев Мефодий Викторович
5444,62,3.0,156.6365765223595,1,0,Орлов Касьян Андреевич
5445,141,2.0,38.36467095750668,4,4,Алексей Артемьевич Щербаков
5446,75,1.0,36.32814342662081,4,0,Сергеева Алевтина Александровна
5447,103,3.0,70.42846693626858,11,3,Зоя Дмитриевна Захарова
5448,57,1.0,33.14424333910138,2,4,Нестеров Эрнест Якубович
5449,62,2.0,40.12450509347856,19,0,Фортунат Владиленович Авдеев
5450,129,3.0,83.60222681106787,6,0,тов. Дорофеева Ульяна Геннадьевна
5451,53,2.0,60.97923092140202,8,3,Елисеева Дарья Валентиновна
5452,84,1.0,102.64023377444536,26,6,Мельникова Евгения Игоревна
5453,121,1.0,44.98603705683909,7,7,Виктория Болеславовна Меркушева
5454,23,1.0,45.03138929852116,9,2,тов. Лазарев Юлий Игнатьевич
5455,28,1.0,39.05634904557532,3,0,Маргарита Харитоновна Крюкова
5456,61,2.0,52.67851029749587,12,9,Владимирова Марина Сергеевна
5457,74,1.0,54.562386842948776,2,2,Любовь Руслановна Дементьева
5458,15,3.0,98.70176477498822,15,0,Воронова Александра Леонидовна
5459,178,1.0,29.648056818866337,3,5,Вишнякова Иванна Аркадьевна
5460,1,1.0,38.61846127597722,5,1,Орлова Нина Афанасьевна
5461,1,2.0,65.47015332741196,10,1,Фирс Трофимович Павлов
5462,99,1.0,37.37462972152364,9,4,Фролов Ладислав Зиновьевич
5463,8,2.0,56.29941390231311,6,2,Суханова Оксана Кузьминична
5464,58,2.0,55.40962930960663,8,0,Артемьев Григорий Харламович
5465,26,1.0,33.57623383108637,7,2,тов. Савельев Добромысл Евстигнеевич
5466,8,5.0,112.13552463664028,4,5,Модест Власович Журавлев
5467,9,1.0,36.37748733825695,7,0,г-жа Мамонтова Иванна Алексеевна
5468,13,2.0,56.95422493905402,13,15,Пелагея Юрьевна Абрамова
5469,18,3.0,81.81589497670488,23,5,Русаков Исай Захарьевич
5470,45,2.0,59.1688520423853,10,2,Потап Чеславович Сысоев
5471,30,2.0,67.44238315916587,17,23,Хохлова Жанна Геннадьевна
5472,27,3.0,87.28637498985964,2,0,Давыд Виленович Молчанов
5473,79,3.0,66.00462393577368,3,5,Людмила Юрьевна Казакова
5474,138,1.0,34.14818671808891,9,3,Виноградов Руслан Изотович
5475,93,1.0,40.17245200725871,18,0,Макарова Лукия Сергеевна
5476,53,3.0,79.96910394912318,17,3,Конон Арсеньевич Маслов
5477,27,3.0,47.12027486020869,25,0,Евпраксия Захаровна Гусева
5478,84,1.0,36.81956061047092,3,1,Игорь Бориславович Морозов
5479,122,1.0,40.28958597008732,7,8,Данила Иосипович Сидоров
5480,10,1.0,35.8135643842906,6,6,Ильина Лариса Сергеевна
5481,19,2.0,44.62913693947714,5,6,Жанна Робертовна Зуева
5482,23,1.0,32.86680472053862,3,0,Доброслав Захарьевич Щербаков
5483,91,1.0,42.339356019868674,10,0,Дарья Аркадьевна Суханова
5484,1,1.0,31.493769405579886,4,0,Пелагея Геннадиевна Гусева
5485,85,3.0,52.543886434194384,10,7,Кулагина Раиса Владиславовна
5486,27,3.0,67.14489708558668,11,1,Крылов Любим Бориславович
5487,53,2.0,57.53632261745827,4,3,Тамара Васильевна Стрелкова
5488,47,3.0,76.74548257158918,9,16,Валерия Григорьевна Щербакова
5489,28,3.0,60.62670937670102,1,0,Тимофеева Зинаида Павловна
5490,27,1.0,39.98043207677402,5,4,Ия Николаевна Третьякова
5491,116,1.0,35.015986657752485,5,11,Ирина Ждановна Овчинникова
5492,58,2.0,78.18138334355295,4,5,Милица Макаровна Авдеева
5493,74,2.0,55.896393663856806,9,5,Фадеев Фирс Давидович
5494,31,2.0,106.42768607588496,4,1,Виктория Афанасьевна Сергеева
5495,30,1.0,39.299625668952544,19,23,Дорофеева Ксения Константиновна
5496,48,1.0,36.3186290480526,11,10,Евфросиния Андреевна Горбачева
5497,103,2.0,55.53699358036348,6,3,тов. Фомичева София Артемовна
5498,27,1.0,43.96381166879461,2,4,Ростислав Ефимьевич Никитин
5499,20,2.0,54.27499194483256,7,5,Добромысл Трофимович Миронов
5500,6,1.0,40.274140666007945,9,0,Исидор Глебович Гришин
5501,90,1.0,37.61335772410433,2,3,Мечислав Григорьевич Буров
5502,116,3.0,59.87067108046565,6,11,Панфилова Анжелика Мироновна
5503,103,3.0,58.88472089618809,9,3,Василиса Геннадиевна Титова
5504,25,2.0,57.37022025424072,2,11,Иннокентий Богданович Александров
5505,30,2.0,54.09981750568417,7,23,Лев Юльевич Игнатьев
5506,9,1.0,46.42753538777863,7,4,Лыткин Аверьян Валерьянович
5507,59,1.0,40.55268629578351,6,5,Наум Еремеевич Мухин
5508,2,3.0,75.42735041871401,6,9,Соловьева Дарья Викторовна
5509,44,2.0,54.11921542285493,14,3,Логинов Мартьян Феоктистович
5510,15,2.0,64.46694451764054,12,0,Одинцов Пахом Тарасович
5511,23,1.0,34.70685428094927,6,0,Бобров Аркадий Федосьевич
5512,37,2.0,41.97474698836309,6,5,Герасимова Алла Мироновна
5513,48,2.0,56.8018277524948,3,10,Рыбакова Нина Ждановна
5514,23,2.0,66.28070876819432,13,2,Лавр Гаврилович Титов
5515,121,2.0,48.998118665480014,2,7,Аскольд Фёдорович Нестеров
5516,47,2.0,63.66791602134554,16,1,Марков Гостомысл Германович
5517,27,1.0,48.175959363271446,2,0,Дементьев Руслан Владиленович
5518,91,2.0,39.54082306897512,6,0,Крюков Август Елизарович
5519,31,2.0,57.4917914783967,11,1,Жанна Валентиновна Дроздова
5520,41,3.0,81.15712656016201,10,0,Ираклий Андреевич Селиверстов
5521,9,1.0,41.26450113140029,10,4,Воронцова Ирина Ниловна
5522,6,1.0,44.5539601060279,3,0,Никитин Ростислав Вячеславович
5523,2,1.0,35.33494896234025,2,6,Ростислав Матвеевич Колобов
5524,23,2.0,78.42275632319628,2,0,Потап Ермолаевич Сергеев
5525,46,2.0,45.98911169891533,4,1,Котова Полина Руслановна
5526,102,3.0,93.43897962308064,4,6,Мясников Федосий Матвеевич
5527,17,2.0,58.66630951595196,4,1,Геннадий Фролович Русаков
5528,31,1.0,34.24758549698059,6,1,Прохорова Евгения Вячеславовна
5529,137,3.0,66.67421361741204,8,0,Ярополк Арсеньевич Ефремов
5530,54,2.0,42.98751922630019,13,6,Софон Викторович Фомин
5531,1,3.0,88.55526065730764,5,1,Абрамова Марина Степановна
5532,9,2.0,56.258729781134754,9,4,Белова Алла Кузьминична
5533,58,2.0,46.78585935595023,10,1,Русакова Марина Ждановна
5534,6,1.0,40.56576442205025,5,0,Маслова Маргарита Борисовна
5535,1,1.0,59.69458054523172,15,1,Спиридон Феликсович Смирнов
5536,128,3.0,76.54324581802098,5,4,Алексеева Алла Альбертовна
5537,33,2.0,56.06023292555116,4,10,Комаров Фадей Владиленович
5538,85,2.0,47.75913217463943,4,7,Ферапонт Дорофеевич Ермаков
5539,53,1.0,38.69042164810664,14,3,Прокл Еремеевич Голубев
5540,27,3.0,88.93421023110726,8,0,Азарий Васильевич Воронов
5541,9,1.0,44.24632311152703,11,4,Крылов Евстигней Вилорович
5542,77,1.0,36.62983816821153,10,16,Лазарь Артурович Лукин
5543,2,1.0,33.77927701625814,6,3,Денисов Исай Бориславович
5544,27,3.0,115.02731063267048,4,0,Кошелев Трофим Филимонович
5545,2,2.0,46.27655089174129,12,5,Колобов Савва Глебович
5546,61,1.0,35.24735502260767,4,9,Нонна Васильевна Зыкова
5547,45,2.0,66.53390325860708,5,2,Валентина Ефимовна Авдеева
5548,178,3.0,77.7032317804178,3,7,Терентьева Оксана Харитоновна
5549,2,1.0,34.47226308060814,5,5,Романова Светлана Олеговна
5550,122,2.0,55.13890170832826,4,8,Медведева Агафья Антоновна
5551,47,2.0,55.41077782012725,6,3,Юлия Борисовна Семенова
5552,23,1.0,31.81944691405661,5,0,Любовь Юрьевна Жукова
5553,58,3.0,95.97075700108329,4,5,Вячеслав Давидович Щербаков
5554,1,3.0,77.4663873157513,14,1,Ильина Полина Борисовна
5555,128,2.0,68.57957985341736,15,8,Григорьев Святополк Ефимович
5556,6,2.0,65.67596660392483,21,0,Зинаида Олеговна Игнатова
5557,12,1.0,37.93152198756341,7,15,Герасимов Евдоким Анисимович
5558,12,1.0,41.262927014065696,4,15,Петров Афиноген Григорьевич
5559,130,2.0,67.98829862555655,7,11,Рубен Вячеславович Прохоров
5560,23,3.0,67.13359767817467,2,0,Прасковья Тимуровна Козлова
5561,62,1.0,49.03607759793781,1,0,Евдокия Станиславовна Прохорова
5562,65,2.0,57.30925416260052,11,4,Рюрик Елисеевич Наумов
5563,23,3.0,83.5911408179029,3,0,Светозар Фадеевич Морозов
5564,42,3.0,78.93725310450998,3,0,Лебедева Агафья Константиновна
5565,37,2.0,48.81954482826277,3,3,Макарова Анна Феликсовна
5566,27,3.0,97.55208453064888,4,0,Власов Дорофей Григорьевич
5567,47,1.0,40.35200657710865,16,16,Афанасий Борисович Игнатьев
5568,27,2.0,65.4839692544998,16,0,Ангелина Юльевна Архипова
5569,6,2.0,52.23430267554262,5,0,Адам Ануфриевич Наумов
5570,23,2.0,56.55877760329037,3,0,Орехов Тит Ильич
5571,67,3.0,67.2288528368813,5,6,Всемил Терентьевич Иванов
5572,27,2.0,61.27004134536407,11,1,Жуков Ермил Всеволодович
5573,80,1.0,37.76079954552839,10,5,Носов Юрий Данилович
5574,6,2.0,64.78560150363603,6,0,Горбачева Лидия Александровна
5575,6,2.0,56.70529513326037,12,0,Виктория Семеновна Бирюкова
5576,25,2.0,64.68363709588765,3,11,Савина Екатерина Архиповна
5577,0,2.0,43.33790402839061,6,8,Белов Дмитрий Брониславович
5578,93,1.0,40.62810649932192,8,3,Данилова Василиса Романовна
5579,45,2.0,46.22400379036346,3,3,Рогова Октябрина Робертовна
5580,3,2.0,46.797866511331215,5,3,Марина Кузьминична Королева
5581,23,2.0,63.26797445439647,15,2,Симонова Дарья Юльевна
5582,151,3.0,77.08553815383802,6,10,Петр Жанович Беляев
5583,109,3.0,62.464581818385554,9,6,Ия Мироновна Агафонова
5584,6,2.0,75.67060197869027,11,0,Евгения Рубеновна Харитонова
5585,52,3.0,83.63318838634099,4,5,Михайлова Олимпиада Николаевна
5586,124,2.0,47.147632666907846,14,0,Гуляева Кира Вениаминовна
5587,59,2.0,53.003402079582415,3,5,Селезнев Казимир Адамович
5588,44,3.0,78.0984068862821,4,3,Иванова Синклитикия Юрьевна
5589,46,4.0,105.43631469298067,23,1,Копылов Измаил Васильевич
5590,131,1.0,47.15353539638932,9,4,Полина Николаевна Тихонова
5591,9,2.0,60.13324049671394,13,4,Иванна Кузьминична Прохорова
5592,18,2.0,61.16530945655742,12,5,Артем Вячеславович Лихачев
5593,9,2.0,61.40493329019152,7,4,Ульяна Афанасьевна Горбачева
5594,3,2.0,47.84775671274082,7,3,Моисеев Лавр Анисимович
5595,7,1.0,38.37366073523917,12,9,Сысоев Конон Давыдович
5596,21,1.0,33.7300337452989,6,4,Глафира Захаровна Ширяева
5597,46,3.0,86.91518747303645,10,1,Соловьева Варвара Мироновна
5598,13,2.0,59.53069012021248,20,15,Евдокия Аскольдовна Крылова
5599,27,1.0,40.18952346985736,12,0,Васильев Фирс Чеславович
5600,23,4.0,110.0752765682856,1,0,Натан Измаилович Павлов
5601,75,3.0,52.26443404667858,8,5,Варвара Владиславовна Макарова
5602,77,3.0,66.59464150090795,14,16,Александр Измаилович Волков
5603,27,3.0,79.33932229506651,6,1,Платон Власович Мамонтов
5604,3,2.0,57.38503710643258,6,3,Евпраксия Семеновна Герасимова
5605,1,2.0,52.62009382926454,13,1,Стрелкова Алла Филипповна
5606,27,1.0,44.16396771881064,19,0,Мамонтова Элеонора Архиповна
5607,66,2.0,94.51083249381664,9,7,София Захаровна Моисеева
5608,9,1.0,43.8003622455685,3,4,Лобанов Юлиан Иларионович
5609,11,3.0,60.45110418267572,4,4,Семенова Ираида Богдановна
5610,129,3.0,77.10324368110686,4,5,Ия Рубеновна Романова
5611,27,1.0,37.35920418245919,12,1,Михеева Нинель Тимуровна
5612,3,1.0,36.45771135604164,11,2,Галина Юрьевна Михеева
5613,11,3.0,66.43651430674633,4,1,Гришина Раиса Геннадьевна
5614,30,3.0,80.82081357532594,3,23,Александр Андреевич Андреев
5615,23,2.0,64.2493911274757,7,2,Феврония Ивановна Соколова
5616,138,2.0,60.08736554258326,5,3,Ермил Ильич Исаков
5617,57,3.0,16.54724198833603,5,4,Белова Феврония Тарасовна
5618,12,1.0,45.77567168343414,4,15,Евпраксия Святославовна Орехова
5619,71,1.0,42.33865233884512,8,8,Татьяна Николаевна Быкова
5620,31,1.0,38.19820945465551,15,1,Глафира Аскольдовна Соболева
5621,34,2.0,57.39312927887568,15,11,Егоров Касьян Георгиевич
5622,27,2.0,52.255160406915806,11,4,Шашкова Раиса Аркадьевна
5623,128,1.0,40.14135777608374,6,8,Оксана Павловна Степанова
5624,9,3.0,80.2881356694835,14,4,Аникей Давыдович Никифоров
5625,113,2.0,46.4676165290379,4,1,Гурьева Екатерина Михайловна
5626,1,3.0,85.67780639178065,16,1,Веселов Аристарх Эдгардович
5627,30,1.0,41.95551831662812,17,23,Морозова Маргарита Ивановна
5628,53,2.0,57.34906270083873,21,3,Лапина Глафира Рудольфовна
5629,131,2.0,57.882317905698535,4,4,Шарапова Наталья Вадимовна
5630,75,2.0,58.42449560510703,10,5,Ксения Алексеевна Казакова
5631,128,3.0,76.78984899153072,11,8,Мясников Платон Эдуардович
5632,201,1.0,39.49627675715796,12,4,Кузнецов Исидор Фадеевич
5633,23,3.0,79.10773821566048,3,2,Олег Ильич Сергеев
5634,1,2.0,68.19281279206815,12,1,Соломон Ерофеевич Шаров
5635,53,2.0,40.00355767714659,2,10,Иннокентий Ермолаевич Филатов
5636,118,2.0,45.850982868359154,3,11,Гаврила Валерианович Казаков
5637,6,1.0,39.95298325610258,15,0,Анжелика Мироновна Игнатьева
5638,8,2.0,54.27267913922814,6,5,Белова Виктория Робертовна
5639,1,2.0,65.00598119936092,16,1,Ангелина Алексеевна Максимова
5640,84,1.0,44.078836687748826,3,6,Семен Еремеевич Колесников
5641,111,3.0,61.23129122048873,4,11,Дарья Федоровна Хохлова
5642,85,4.0,65.4383489299608,3,7,Афиноген Афанасьевич Бирюков
5643,84,1.0,40.56255227511965,3,1,Ковалев Олег Владиславович
5644,90,3.0,75.59879808917076,5,3,Власова Нонна Рубеновна
5645,35,1.0,42.34825271527124,9,11,Прасковья Ивановна Костина
5646,6,1.0,42.48931545821092,8,0,Кира Ниловна Бобылева
5647,13,1.0,39.97318526196898,5,15,Евгения Кузьминична Горбачева
5648,11,1.0,32.30776908667735,6,1,Гущин Аверьян Всеволодович
5649,1,1.0,45.26425855539864,9,0,Феврония Георгиевна Орлова
5650,9,4.0,87.40566429813589,5,0,Дмитриева Дарья Никифоровна
5651,127,2.0,40.79054964408777,7,6,Герасимова Полина Леоновна
5652,27,3.0,89.78744634968987,7,0,Филатов Леонтий Георгиевич
5653,31,1.0,80.60624598876178,6,1,Трофимова Любовь Семеновна
5654,27,1.0,50.99081314898957,22,0,Ковалев Прохор Васильевич
5655,58,2.0,80.82198831182146,9,5,Гедеон Владиленович Исаев
5656,23,2.0,33.768460145575574,2,0,Беспалов Арефий Герасимович
5657,48,3.0,98.11503754211792,22,10,Раиса Тимофеевна Дьячкова
5658,24,1.0,70.567808169381,9,3,Дементий Димитриевич Корнилов
5659,26,2.0,48.95981082274582,12,2,Мухин Федот Евстигнеевич
5660,62,1.0,44.9042912956491,18,0,Лазарева Тамара Федоровна
5661,165,1.0,51.53933121173673,4,5,Некрасов Антип Филимонович
5662,41,2.0,55.012016759706455,7,0,Елизар Валентинович Григорьев
5663,13,2.0,53.54132172973676,5,15,Милий Афанасьевич Колесников
5664,2,2.0,53.52836526110993,8,6,Татьяна Богдановна Беспалова
5665,123,1.0,35.14558855629599,2,5,Котов Лучезар Евсеевич
5666,12,1.0,39.3658109415841,7,15,Радислав Арсеньевич Селезнев
5667,104,2.0,28.51766568919211,7,23,Василиса Артемовна Лапина
5668,27,2.0,56.81269618522223,11,1,Вероника Юльевна Иванова
5669,45,1.0,41.323212005253765,24,2,Степанова Эмилия Захаровна
5670,42,3.0,87.56273875193716,6,0,Антонова Октябрина Олеговна
5671,68,1.0,38.11554517971325,11,5,Евдокия Аскольдовна Макарова
5672,17,3.0,80.40399078333576,1,1,Одинцов Азарий Дорофеевич
5673,62,3.0,63.94825804260803,7,5,Тихонова Маргарита Кузьминична
5674,41,1.0,39.49556777333608,2,16,Георгий Аксёнович Сорокин
5675,62,1.0,45.59249880709235,12,0,Комарова Галина Федоровна
5676,23,2.0,63.41409488512986,14,2,Иванна Кузьминична Исаева
5677,69,2.0,72.0423978258747,5,9,Королев Амос Жоресович
5678,6,1.0,40.083265120373184,17,0,Корнилова Евгения Романовна
5679,27,3.0,89.74812626815239,8,0,Смирнов Савелий Алексеевич
5680,23,2.0,60.357854753649946,6,2,Филимон Феофанович Морозов
5681,36,1.0,38.40501338363831,4,0,Гаврилова Полина Тарасовна
5682,46,3.0,56.19089677569908,4,5,Любосмысл Евстигнеевич Артемьев
5683,1,1.0,40.09199123745163,18,1,Жуков Борислав Филиппович
5684,116,2.0,37.02617194461934,7,11,Боброва Майя Петровна
5685,3,3.0,66.6389928524714,3,3,Корнилова Клавдия Архиповна
5686,27,1.0,40.40210371544864,6,1,Меркушев Дмитрий Бориславович
5687,25,3.0,86.62664112284574,3,11,Людмила Афанасьевна Мясникова
5688,105,1.0,33.39927875328687,8,2,Жанна Эльдаровна Дорофеева
5689,30,3.0,65.6220504234623,11,23,Вадим Юлианович Третьяков
5690,1,3.0,124.93603614056612,1,1,Александр Ефимьевич Куликов
5691,84,1.0,34.86686112658895,5,6,Носов Мирон Антипович
5692,59,1.0,58.90062485369204,12,5,Самсон Тарасович Вишняков
5693,89,2.0,59.83296742381293,6,6,Зиновьев Станимир Даниилович
5694,6,2.0,66.20665874248517,18,0,Крылова Алла Станиславовна
5695,8,1.0,39.321256249098845,18,5,Попов Леон Вячеславович
5696,48,2.0,47.883632098926455,3,10,Громова Лора Яковлевна
5697,23,1.0,45.01710227423831,17,2,Зыкова Наина Игоревна
5698,11,2.0,46.83267904056476,7,1,Орлова Ангелина Ильинична
5699,30,1.0,31.41506224350588,7,23,Болеслав Тихонович Селезнев
5700,11,2.0,48.19866998153324,2,5,Аристарх Эдуардович Галкин
5701,62,1.0,49.29850301887125,9,0,Дарья Петровна Осипова
5702,46,3.0,60.65452670124207,3,1,Будимир Григорьевич Кузьмин
5703,1,2.0,66.5251273369046,10,1,Агата Альбертовна Денисова
5704,78,3.0,62.22891322046772,11,2,Таисия Афанасьевна Овчинникова
5705,47,2.0,56.453023361735504,7,3,Прохоров Святослав Давыдович
5706,62,3.0,90.17853804748054,12,0,Быкова Елена Степановна
5707,74,1.0,56.7264021201682,17,2,Анжела Геннадьевна Аксенова
5708,1,3.0,80.44266777947925,5,1,Герман Аверьянович Орлов
5709,9,1.0,44.745677906643,7,4,Ольга Аскольдовна Громова
5710,9,2.0,56.68757920806775,13,0,Варвара Геннадиевна Крылова
5711,37,2.0,49.17957447397978,7,5,Афиноген Захарьевич Блохин
5712,25,2.0,81.61461080083501,5,11,Ермакова Вера Кузьминична
5713,30,1.0,41.06624508292296,3,23,Филиппова Татьяна Феликсовна
5714,59,2.0,75.34983955603197,11,5,Чернова Кира Егоровна
5715,101,2.0,57.06006521359918,3,2,Авдей Ааронович Мишин
5716,9,3.0,79.42998038836565,12,4,Сафонов Федор Дорофеевич
5717,27,2.0,59.418607255433145,8,0,Нестеров Вениамин Евстигнеевич
5718,1,2.0,64.89284445412054,17,1,Григорьева Валерия Михайловна
5719,1,2.0,52.95181293404158,9,1,Алла Викторовна Пестова
5720,48,2.0,63.21436519467249,6,10,Кулагина Алевтина Геннадиевна
5721,103,2.0,47.91622920278644,4,1,Степанова Раиса Евгеньевна
5722,9,3.0,88.05292944404337,11,4,Лапин Эдуард Исидорович
5723,70,3.0,72.59384731890083,15,5,Андроник Ермолаевич Беляев
5724,7,1.0,37.89156447877095,17,3,Митофан Ануфриевич Кабанов
5725,3,1.0,36.44042244732288,15,2,Рожков Спиридон Даниилович
5726,132,2.0,52.06787007775238,4,19,Таисия Робертовна Тетерина
5727,93,1.0,40.81826015974492,14,3,Нонна Сергеевна Харитонова
5728,101,2.0,57.48546078927697,2,2,Виталий Вячеславович Горбунов
5729,130,1.0,37.038446275011566,9,11,Королев Мартьян Феоктистович
